nruns,size,iterations,NPs,time-mean,time-error,compute_time-mean,compute_time-error,update_time-mean,update_time-error
2,10,1000,1,0.118932,0.00254699862583394,0.0479825,0.0010953084040579634,0.070625,0.0014495689014324296
2,12,1000,1,0.117279,0.0010253048327204888,0.0469195,0.00039951533137040147,0.07003400000000001,0.0006180113267570423
2,14,1000,1,0.1171545,0.00017465537495307528,0.046764,0.00030688434303496436,0.070071,0.0001301076477383273
2,16,1000,1,0.1174125,0.0010401540751254115,0.0469785,0.0006158900064134807,0.07011400000000001,0.0004186072144624328
2,19,1000,1,0.1177125,6.151828996323229e-05,0.047176499999999996,9.545941546018616e-05,0.0702125,0.00015485638507985178
2,22,1000,1,0.1172935,0.00042355696193074356,0.0468405,8.55599205235695e-05,0.07012499999999999,0.0003379970414071643
2,26,1000,1,0.1173235,0.0005126524163602494,0.047001,0.00024607315985291934,0.069999,0.0002630437226013938
2,31,1000,1,0.1170475,0.001160362227927127,0.046824500000000005,0.00021001071401240365,0.0698995,0.0009482301935711567
2,37,1000,1,0.118233,0.0007636753236814697,0.0473885,0.00035426049737446135,0.070518,0.0004115361466505701
2,44,1000,1,0.12464,9.758073580374302e-05,0.0499075,2.1213203435617642e-06,0.0744075,9.828784258493027e-05
2,52,1000,1,0.13290249999999998,0.00012657211383240084,0.052995,8.768124086713127e-05,0.07958499999999999,3.252691193458428e-05
2,62,1000,1,0.142929,0.0011313708498984691,0.0551535,0.0006158900064134807,0.087447,0.0005077026688919385
2,74,1000,1,0.166889,0.000519016377390915,0.0654975,0.0003330472939388633,0.10105900000000001,0.00018243354954612526
2,88,1000,1,0.1980505,0.00018172644276494784,0.07866799999999999,0.0001484924240491763,0.1190505,2.7577164466273493e-05
2,100,1000,1,0.234457,0.0004369919907732916,0.095827,8.626702730475676e-05,0.1382875,0.00034436100243783976
2,120,1000,1,0.2942125,0.0009609581156325175,0.124548,0.0004115361466505701,0.169329,0.0005416437943888875
2,140,1000,1,0.38103,0.0008796408357960421,0.1699195,5.303300858898522e-05,0.210763,0.0008259007204258892
2,160,1000,1,0.485699,0.0003394112549695682,0.2201505,7.283199846222835e-05,0.26520049999999995,0.00040800061274463384
2,190,1000,1,0.7442175,0.0004419417382415828,0.356588,0.0011780398974567887,0.387277,0.0007382194795587481
2,220,1000,1,1.0965224999999998,0.0032477414459898615,0.538681,0.00020364675298169385,0.5574870000000001,0.003449266878628013
2,260,1000,1,1.7878085000000001,0.00694732412515781,0.9071395,0.001460175503150209,0.8802995,0.008405378307964477
2,310,1000,1,2.9423825,0.0013937074657188033,1.4859685,0.0022196081861445747,1.4560499999999998,0.0008145870119269324
2,370,1000,1,5.023757,0.007281785632658852,2.5456645,0.0024274975798135884,2.4777095,0.00972059692097175
2,400,1000,1,8.0508385,0.09076917618057347,2.9816065,0.0025788184309873076,5.0688475,0.08818116536143071
2,10,1000,4,0.117835,0.0023094107473552675,0.0478595,0.001062781492123384,0.06973850000000001,0.0012423866145447602
2,12,1000,4,0.118346,0.0030575297218506372,0.0480255,0.0008506494577674137,0.0700655,0.002240821389580173
2,14,1000,4,0.116053,2.2627416997972524e-05,0.0472895,7.000357133746952e-05,0.06853100000000001,4.666904755830974e-05
2,16,1000,4,0.11634,8.202438661764304e-05,0.0474405,0.0002184959953866409,0.068664,0.00028849956672411534
2,19,1000,4,0.120131,0.0021043497808111698,0.0485965,0.0008732768747653862,0.071284,0.0012331942263893358
2,22,1000,4,0.116731,0.00034223968209428783,0.0476655,2.1213203435617642e-06,0.0688235,0.00035426049737446135
2,26,1000,4,0.11808650000000001,0.0009553012613830292,0.0484015,0.00022415284963613405,0.0694475,0.0007261986642785843
2,31,1000,4,0.121068,0.0030052038200428298,0.0499285,0.000965200756319641,0.070875,0.0019940411229460663
2,37,1000,4,0.12046950000000001,0.0004490128060534651,0.050922999999999996,0.00026728636328851243,0.069313,0.00017960512242138607
2,44,1000,4,0.123283,0.0003012274887854663,0.053253999999999996,6.222539674441462e-05,0.0697905,0.0003684026329981966
2,52,1000,4,0.127423,0.00027152900397563103,0.0573295,0.00016899852070358706,0.06985849999999999,0.0004419417382415926
2,62,1000,4,0.1382505,0.00024819448019647127,0.064055,0.00023193102422918403,0.073963,1.555634918609998e-05
2,74,1000,4,0.1448515,0.0003259762261269908,0.0706425,0.00047446865017617687,0.0739705,0.00014778531726798903
2,88,1000,4,0.16569050000000002,0.0010698525599352566,0.0808895,0.00011667261889577927,0.084557,0.000939037805415742
2,100,1000,4,0.1765055,0.0006045762979144943,0.0897795,0.0008577205255792764,0.0864925,0.0002524371208835948
2,120,1000,4,0.209918,0.0009432804461028557,0.108113,0.0008358002153624911,0.1015585,0.00010394469683441849
2,140,1000,4,0.2578585,0.003232185096803703,0.131041,0.002196273662365415,0.126568,0.001025304832720479
2,160,1000,4,0.297989,0.0009390378054157321,0.155181,4.1012193308801895e-05,0.142565,0.0009079251070435322
2,190,1000,4,0.37762700000000005,0.0012628927111991808,0.19601449999999998,0.0015591704525163264,0.1813715,0.00030052038200428885
2,220,1000,4,0.473838,0.00014000714267491942,0.24738300000000002,0.0001852619766708841,0.226208,3.394112549694897e-05
2,260,1000,4,0.6847799999999999,0.0013717871555018611,0.3769165,0.0006752869760331413,0.307613,0.002049195451878623
2,310,1000,4,0.9615670000000001,0.0011822825381439122,0.5214055,0.0007714534982745687,0.4399165,0.00040375797205751025
2,370,1000,4,1.574246,0.0007566042558695383,0.861795,0.0011370277041480065,0.7122014999999999,0.00038678740930901613
2,400,1000,4,1.9237445000000002,1.4849242404951975e-05,1.093814,0.0007141778489983814,0.829685,0.0006986214998123011
